"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"Nível";"Cód.";"Brasil, Grande Região, Unidade da Federação, Município, Mesorregião Geográfica e Microrregião Geográfica";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"MU";"5100250";"Alta Floresta (MT)";"838919";"846769";"828350";"747578";"716438";"706567";"765324"
"MU";"5100300";"Alto Araguaia (MT)";"152014";"160515";"160448";"168470";"176319";"188517";"179906"
"MU";"5100359";"Alto Boa Vista (MT)";"114718";"106565";"34905";"26212";"25443";"26416";"24472"
"MU";"5100409";"Alto Garças (MT)";"73913";"64374";"67593";"70973";"75192";"93623";"84541"
"MU";"5100508";"Alto Paraguai (MT)";"72504";"66884";"63289";"69568";"72699";"79930";"81137"
"MU";"5100607";"Alto Taquari (MT)";"19473";"19388";"18172";"19358";"19464";"20580";"19773"
"MU";"5100805";"Apiacás (MT)";"243314";"250919";"246644";"217691";"220097";"234177";"247190"
"MU";"5101001";"Araguaiana (MT)";"293995";"290243";"285412";"296248";"307264";"305203";"296796"
"MU";"5101209";"Araguainha (MT)";"27972";"28727";"29343";"30810";"31485";"31697";"30635"
"MU";"5101258";"Araputanga (MT)";"206229";"204491";"213148";"222883";"221708";"225259";"216551"
"MU";"5101308";"Arenápolis (MT)";"45901";"39582";"39414";"47144";"48313";"51402";"45370"
"MU";"5101407";"Aripuanã (MT)";"438170";"471235";"478581";"447501";"450779";"471225";"484151"
"MU";"5101605";"Barão de Melgaço (MT)";"168300";"163719";"149286";"144095";"160867";"171073";"177091"
"MU";"5101704";"Barra do Bugres (MT)";"254246";"219407";"242070";"251608";"274705";"274120";"279741"
"MU";"5101803";"Barra do Garças (MT)";"455596";"426844";"405199";"430334";"436530";"447617";"412598"
"MU";"5101852";"Bom Jesus do Araguaia (MT)";"173845";"164264";"135911";"169139";"167232";"165420";"133203"
"MU";"5101902";"Brasnorte (MT)";"376183";"393118";"383058";"388537";"399839";"405505";"396265"
"MU";"5102504";"Cáceres (MT)";"887323";"920179";"980953";"1024196";"1083531";"1113134";"1073531"
"MU";"5102603";"Campinápolis (MT)";"298968";"264626";"277857";"239579";"237367";"259415";"259444"
"MU";"5102637";"Campo Novo do Parecis (MT)";"62776";"61280";"63767";"71519";"86760";"92083";"102839"
"MU";"5102678";"Campo Verde (MT)";"84457";"74977";"74977";"81682";"102047";"104090";"108368"
"MU";"5102686";"Campos de Júlio (MT)";"28755";"36299";"36548";"31915";"47922";"48233";"45967"
"MU";"5102694";"Canabrava do Norte (MT)";"229437";"213087";"193501";"194535";"199635";"200562";"160052"
"MU";"5102702";"Canarana (MT)";"328130";"285602";"299882";"246014";"235473";"236340";"210067"
"MU";"5102793";"Carlinda (MT)";"234172";"238033";"238373";"231740";"230180";"256087";"260896"
"MU";"5102850";"Castanheira (MT)";"372221";"375879";"366466";"376498";"391499";"406573";"414985"
"MU";"5103007";"Chapada dos Guimarães (MT)";"132981";"103314";"143695";"151565";"155476";"159369";"148080"
"MU";"5103056";"Cláudia (MT)";"47712";"38538";"36595";"35009";"34724";"42099";"43224"
"MU";"5103106";"Cocalinho (MT)";"428919";"412614";"412745";"422030";"439059";"460871";"445164"
"MU";"5103205";"Colíder (MT)";"378264";"373364";"371625";"368345";"378011";"384776";"387879"
"MU";"5103254";"Colniza (MT)";"371458";"406013";"451129";"422888";"429036";"460002";"545234"
"MU";"5103304";"Comodoro (MT)";"336672";"329858";"307942";"330763";"347917";"333712";"306794"
"MU";"5103353";"Confresa (MT)";"438453";"442737";"366556";"383192";"412508";"434874";"399593"
"MU";"5103361";"Conquista D'Oeste (MT)";"59178";"58725";"62274";"70971";"73177";"69506";"69711"
"MU";"5103379";"Cotriguaçu (MT)";"295121";"305768";"313639";"297665";"293509";"326433";"355136"
"MU";"5103403";"Cuiabá (MT)";"109048";"111115";"104191";"93731";"109412";"110442";"116838"
"MU";"5103437";"Curvelândia (MT)";"49219";"47060";"46248";"54162";"57885";"61133";"60909"
"MU";"5103452";"Denise (MT)";"65850";"54980";"59700";"57212";"59314";"62796";"57943"
"MU";"5103502";"Diamantino (MT)";"104383";"103873";"95246";"101709";"103377";"104065";"101643"
"MU";"5103601";"Dom Aquino (MT)";"84637";"87334";"94780";"95713";"103981";"107100";"103749"
"MU";"5103700";"Feliz Natal (MT)";"21048";"18954";"19595";"21826";"24400";"28428";"25673"
"MU";"5103809";"Figueirópolis D'Oeste (MT)";"139566";"133571";"145264";"152133";"148919";"145396";"140732"
"MU";"5103858";"Gaúcha do Norte (MT)";"200154";"184983";"157865";"156183";"158774";"161299";"154591"
"MU";"5103908";"General Carneiro (MT)";"116258";"103116";"101341";"100498";"108992";"121318";"96094"
"MU";"5103957";"Glória D'Oeste (MT)";"102597";"102298";"103684";"107830";"107268";"110923";"102879"
"MU";"5104104";"Guarantã do Norte (MT)";"335913";"336213";"335060";"324066";"334694";"346826";"352733"
"MU";"5104203";"Guiratinga (MT)";"142033";"144294";"146390";"155732";"167821";"171177";"164117"
"MU";"5104500";"Indiavaí (MT)";"78502";"72929";"71287";"77885";"78395";"71279";"75552"
"MU";"5104526";"Ipiranga do Norte (MT)";"13152";"11918";"7174";"8180";"8869";"9831";"12437"
"MU";"5104542";"Itanhangá (MT)";"42512";"38863";"33417";"34965";"30250";"36117";"39134"
"MU";"5104559";"Itaúba (MT)";"136157";"116987";"106825";"105449";"103129";"102770";"105095"
"MU";"5104609";"Itiquira (MT)";"215329";"253432";"268525";"292461";"324984";"334735";"341827"
"MU";"5104807";"Jaciara (MT)";"74293";"72969";"72969";"86902";"92049";"94810";"89474"
"MU";"5104906";"Jangada (MT)";"54939";"55027";"45877";"48432";"53320";"53038";"56856"
"MU";"5105002";"Jauru (MT)";"198698";"201480";"197960";"202202";"203804";"199897";"191271"
"MU";"5105101";"Juara (MT)";"927838";"964213";"952022";"926563";"945566";"976404";"952395"
"MU";"5105150";"Juína (MT)";"603775";"621182";"624540";"633492";"665741";"712747";"751263"
"MU";"5105176";"Juruena (MT)";"197626";"201559";"193428";"184878";"192033";"212110";"208725"
"MU";"5105200";"Juscimeira (MT)";"152156";"146950";"164742";"173320";"182918";"184747";"180973"
"MU";"5105234";"Lambari D'Oeste (MT)";"137228";"134034";"125852";"136430";"142010";"149114";"143711"
"MU";"5105259";"Lucas do Rio Verde (MT)";"23849";"23805";"23226";"17583";"20088";"16824";"24175"
"MU";"5105309";"Luciara (MT)";"46763";"52402";"44508";"43228";"43821";"44320";"49616"
"MU";"5105507";"Vila Bela da Santíssima Trindade (MT)";"888430";"917139";"903313";"943217";"985838";"1003684";"980351"
"MU";"5105580";"Marcelândia (MT)";"213912";"208834";"199632";"201217";"188649";"190080";"186068"
"MU";"5105606";"Matupá (MT)";"245078";"255101";"248723";"232639";"244893";"232431";"228297"
"MU";"5105622";"Mirassol d'Oeste (MT)";"143200";"141533";"147322";"154037";"161663";"168962";"168963"
"MU";"5105903";"Nobres (MT)";"116473";"113421";"110591";"109911";"98650";"108451";"108195"
"MU";"5106000";"Nortelândia (MT)";"41733";"47970";"44737";"49473";"55435";"54822";"50458"
"MU";"5106109";"Nossa Senhora do Livramento (MT)";"163554";"145855";"157506";"161335";"181384";"199528";"201497"
"MU";"5106158";"Nova Bandeirantes (MT)";"475270";"468001";"461580";"420383";"432856";"448515";"472023"
"MU";"5106174";"Nova Nazaré (MT)";"78127";"84010";"76603";"78080";"79006";"78787";"77860"
"MU";"5106182";"Nova Lacerda (MT)";"186218";"190432";"187298";"210253";"213422";"226344";"257395"
"MU";"5106190";"Nova Santa Helena (MT)";"142179";"137185";"127004";"124495";"123446";"122100";"121398"
"MU";"5106208";"Nova Brasilândia (MT)";"149608";"153622";"139794";"134501";"138946";"150882";"143921"
"MU";"5106216";"Nova Canaã do Norte (MT)";"426395";"424617";"424497";"413856";"399295";"400598";"417963"
"MU";"5106224";"Nova Mutum (MT)";"119876";"32089";"97052";"90751";"96795";"112254";"106942"
"MU";"5106232";"Nova Olímpia (MT)";"72970";"69434";"74120";"89918";"84952";"90019";"86964"
"MU";"5106240";"Nova Ubiratã (MT)";"66157";"74705";"72080";"73359";"78295";"77735";"73582"
"MU";"5106257";"Nova Xavantina (MT)";"286318";"286056";"297498";"321740";"334384";"335173";"298981"
"MU";"5106265";"Novo Mundo (MT)";"403008";"398509";"373015";"351644";"349607";"371892";"374153"
"MU";"5106273";"Novo Horizonte do Norte (MT)";"93024";"104612";"100213";"101996";"97367";"111290";"103298"
"MU";"5106281";"Novo São Joaquim (MT)";"267365";"250263";"243740";"253444";"263090";"280518";"248401"
"MU";"5106299";"Paranaíta (MT)";"428870";"431960";"453715";"426314";"427546";"444079";"453908"
"MU";"5106307";"Paranatinga (MT)";"521085";"493093";"437578";"440326";"410194";"449845";"426675"
"MU";"5106315";"Novo Santo Antônio (MT)";"40506";"43779";"40417";"41216";"44827";"50777";"47960"
"MU";"5106372";"Pedra Preta (MT)";"287953";"291942";"311406";"322508";"344422";"344999";"319427"
"MU";"5106422";"Peixoto de Azevedo (MT)";"316810";"304490";"310291";"301149";"315580";"339430";"340566"
"MU";"5106455";"Planalto da Serra (MT)";"100932";"102151";"92136";"90099";"90645";"103033";"103209"
"MU";"5106505";"Poconé (MT)";"399544";"410446";"432090";"446453";"477965";"505084";"516323"
"MU";"5106653";"Pontal do Araguaia (MT)";"135025";"121227";"124231";"128177";"140473";"152465";"124290"
"MU";"5106703";"Ponte Branca (MT)";"28125";"29157";"28123";"29529";"29652";"32481";"28484"
"MU";"5106752";"Pontes e Lacerda (MT)";"621863";"630560";"643326";"663535";"661390";"668092";"666662"
"MU";"5106778";"Porto Alegre do Norte (MT)";"151697";"165777";"138619";"133955";"141935";"152431";"142637"
"MU";"5106802";"Porto dos Gaúchos (MT)";"172111";"161937";"159534";"141441";"141199";"135271";"115034"
"MU";"5106828";"Porto Esperidião (MT)";"525133";"497843";"524010";"574404";"582443";"585925";"555932"
"MU";"5106851";"Porto Estrela (MT)";"100332";"107944";"112412";"114091";"118477";"121615";"117550"
"MU";"5107008";"Poxoréu (MT)";"306681";"297686";"318485";"330917";"350695";"357709";"356028"
"MU";"5107040";"Primavera do Leste (MT)";"61471";"62439";"50680";"50680";"41788";"42623";"55578"
"MU";"5107065";"Querência (MT)";"176441";"125136";"131392";"97137";"91093";"95337";"94365"
"MU";"5107107";"São José dos Quatro Marcos (MT)";"189447";"199034";"199532";"213854";"219346";"223405";"211086"
"MU";"5107156";"Reserva do Cabaçal (MT)";"35416";"34884";"36564";"40299";"41478";"42203";"37327"
"MU";"5107180";"Ribeirão Cascalheira (MT)";"319562";"293400";"282372";"285993";"285795";"270862";"262885"
"MU";"5107198";"Ribeirãozinho (MT)";"35184";"36606";"36337";"38154";"38376";"43332";"30740"
"MU";"5107206";"Rio Branco (MT)";"52885";"54818";"57651";"61232";"63754";"63423";"60569"
"MU";"5107248";"Santa Carmem (MT)";"45296";"35001";"30665";"27216";"27790";"28048";"26828"
"MU";"5107263";"Santo Afonso (MT)";"87535";"91791";"89990";"101477";"114123";"122921";"124836"
"MU";"5107297";"São José do Povo (MT)";"70756";"66168";"76144";"76144";"79951";"80990";"78455"
"MU";"5107305";"São José do Rio Claro (MT)";"119561";"121405";"122453";"117125";"122326";"125187";"126513"
"MU";"5107354";"São José do Xingu (MT)";"414210";"392286";"336435";"353095";"353580";"354359";"296058"
"MU";"5107404";"São Pedro da Cipa (MT)";"15716";"13081";"15942";"15962";"15139";"15442";"16638"
"MU";"5107578";"Rondolândia (MT)";"300313";"300189";"273066";"282998";"296356";"280767";"294358"
"MU";"5107602";"Rondonópolis (MT)";"298003";"281142";"307448";"328397";"355349";"362455";"344617"
"MU";"5107701";"Rosário Oeste (MT)";"213496";"209695";"211434";"227168";"224635";"233952";"225257"
"MU";"5107743";"Santa Cruz do Xingu (MT)";"131624";"127188";"112757";"115762";"116725";"118419";"106042"
"MU";"5107750";"Salto do Céu (MT)";"144511";"139459";"138194";"156600";"167850";"176755";"163052"
"MU";"5107768";"Santa Rita do Trivelato (MT)";"30303";"31125";"21656";"22253";"23814";"23225";"27807"
"MU";"5107776";"Santa Terezinha (MT)";"180038";"185967";"187673";"202925";"204047";"204293";"192372"
"MU";"5107792";"Santo Antônio do Leste (MT)";"48720";"51740";"46275";"46811";"50602";"51818";"33737"
"MU";"5107800";"Santo Antônio do Leverger (MT)";"471703";"476909";"490032";"515738";"542667";"586963";"549536"
"MU";"5107859";"São Félix do Araguaia (MT)";"322178";"303652";"226078";"232251";"223053";"243077";"253776"
"MU";"5107875";"Sapezal (MT)";"48931";"58995";"60082";"64235";"89599";"102751";"100992"
"MU";"5107883";"Serra Nova Dourada (MT)";"53206";"64725";"59969";"59889";"73304";"83053";"77452"
"MU";"5107909";"Sinop (MT)";"66016";"61662";"48192";"46030";"47036";"49455";"50242"
"MU";"5107925";"Sorriso (MT)";"62292";"60093";"58888";"55973";"50100";"53994";"56420"
"MU";"5107941";"Tabaporã (MT)";"203328";"176200";"174995";"171307";"161297";"160327";"168791"
"MU";"5107958";"Tangará da Serra (MT)";"239773";"229668";"266508";"275769";"288427";"297786";"296487"
"MU";"5108006";"Tapurah (MT)";"59254";"60033";"52507";"52564";"46359";"29862";"33984"
"MU";"5108055";"Terra Nova do Norte (MT)";"284661";"265438";"268099";"259635";"268272";"272305";"269540"
"MU";"5108105";"Tesouro (MT)";"87633";"83545";"88122";"86264";"99465";"100957";"95944"
"MU";"5108204";"Torixoréu (MT)";"133931";"126613";"130516";"145518";"148713";"160289";"137425"
"MU";"5108303";"União do Sul (MT)";"41864";"36391";"31992";"29529";"24772";"25737";"25722"
"MU";"5108352";"Vale de São Domingos (MT)";"104588";"113308";"114142";"116610";"121738";"124716";"124718"
"MU";"5108402";"Várzea Grande (MT)";"22626";"23065";"23065";"21927";"22195";"27724";"28469"
"MU";"5108501";"Vera (MT)";"28591";"29094";"23540";"22613";"22444";"21241";"23538"
"MU";"5108600";"Vila Rica (MT)";"729953";"709879";"639484";"655938";"657676";"658051";"613640"
"MU";"5108808";"Nova Guarita (MT)";"136445";"135318";"131705";"134797";"131547";"142309";"139695"
"MU";"5108857";"Nova Marilândia (MT)";"91590";"83443";"83057";"89431";"91540";"91554";"94048"
"MU";"5108907";"Nova Maringá (MT)";"89334";"82379";"65460";"59327";"60682";"63302";"69379"
"MU";"5108956";"Nova Monte Verde (MT)";"422545";"420791";"398333";"366719";"362595";"376288";"400318"
"MU";"5200050";"Abadia de Goiás (GO)";"17200";"16500";"16300";"15800";"16100";"17900";"18100"
"MU";"5200100";"Abadiânia (GO)";"50000";"51454";"52556";"52000";"51500";"51800";"54610"
"MU";"5200134";"Acreúna (GO)";"91100";"86000";"82000";"80000";"75000";"80000";"76009"
"MU";"5200159";"Adelândia (GO)";"15000";"15700";"15989";"16790";"15455";"15990";"16300"
"MU";"5200175";"Água Fria de Goiás (GO)";"49538";"50430";"51640";"47508";"49883";"49384";"49547"
"MU";"5200209";"Água Limpa (GO)";"57000";"58800";"61000";"61220";"61489";"64200";"63540"
"MU";"5200258";"Águas Lindas de Goiás (GO)";"3200";"3080";"6106";"3825";"2518";"2870";"3659"
"MU";"5200308";"Alexânia (GO)";"48000";"46816";"50468";"50470";"48000";"51500";"65485"
"MU";"5200506";"Aloândia (GO)";"18550";"17150";"16100";"16500";"17500";"16800";"17110"
"MU";"5200555";"Alto Horizonte (GO)";"46000";"45000";"43000";"43000";"43500";"42000";"42500"
"MU";"5200605";"Alto Paraíso de Goiás (GO)";"30736";"32284";"34673";"31552";"31200";"31824";"30947"
"MU";"5200803";"Alvorada do Norte (GO)";"47360";"44844";"42000";"43240";"45220";"47652";"48000"
"MU";"5200829";"Amaralina (GO)";"100000";"100000";"95000";"94000";"95000";"105000";"95000"
"MU";"5200852";"Americano do Brasil (GO)";"22000";"23100";"23270";"24084";"21620";"22460";"22480"
"MU";"5200902";"Amorinópolis (GO)";"56600";"53500";"51200";"57600";"58000";"58500";"58090"
"MU";"5201108";"Anápolis (GO)";"77000";"77298";"75567";"78130";"78200";"80100";"80905"
"MU";"5201207";"Anhanguera (GO)";"4300";"4900";"5100";"5150";"5200";"4000";"4489"
"MU";"5201306";"Anicuns (GO)";"114000";"119700";"120000";"124000";"134100";"139400";"139800"
"MU";"5201405";"Aparecida de Goiânia (GO)";"9800";"10300";"10800";"8400";"8000";"7800";"8549"
"MU";"5201454";"Aparecida do Rio Doce (GO)";"51590";"51600";"52200";"50409";"58300";"63600";"62800"
"MU";"5201504";"Aporé (GO)";"182369";"183000";"182000";"160500";"166000";"182000";"191662"
"MU";"5201603";"Araçu (GO)";"20500";"21520";"21993";"22807";"20292";"21100";"21150"
"MU";"5201702";"Aragarças (GO)";"27200";"26500";"25800";"29379";"29800";"32400";"32240"
"MU";"5201801";"Aragoiânia (GO)";"22090";"23300";"24200";"24450";"26800";"29500";"31469"
"MU";"5202155";"Araguapaz (GO)";"155730";"162730";"160700";"167000";"163988";"175851";"174283"
"MU";"5202353";"Arenópolis (GO)";"98600";"92000";"90000";"91000";"103000";"101000";"94025"
"MU";"5202502";"Aruanã (GO)";"267000";"262000";"250000";"246000";"236929";"266287";"260602"
"MU";"5202601";"Aurilândia (GO)";"68400";"67500";"69500";"72000";"75000";"73000";"76696"
"MU";"5202809";"Avelinópolis (GO)";"28000";"29400";"30100";"31213";"31080";"32380";"32400"
"MU";"5203104";"Baliza (GO)";"67650";"75000";"73500";"74806";"76000";"83400";"76783"
"MU";"5203203";"Barro Alto (GO)";"48850";"45610";"41000";"40000";"43340";"47900";"46850"
"MU";"5203302";"Bela Vista de Goiás (GO)";"137500";"142500";"145000";"140000";"145000";"154500";"148000"
"MU";"5203401";"Bom Jardim de Goiás (GO)";"158000";"150000";"150600";"155000";"158000";"159000";"149455"
"MU";"5203500";"Bom Jesus de Goiás (GO)";"67500";"62000";"55100";"50200";"52960";"55000";"51700"
"MU";"5203559";"Bonfinópolis (GO)";"10000";"10200";"8950";"10000";"9800";"9300";"9500"
"MU";"5203575";"Bonópolis (GO)";"129000";"130000";"127400";"116000";"125241";"125800";"138678"
"MU";"5203609";"Brazabrantes (GO)";"15500";"16270";"17015";"17661";"17700";"18390";"18420"
"MU";"5203807";"Britânia (GO)";"161500";"162500";"162000";"136000";"129476";"133828";"139391"
"MU";"5203906";"Buriti Alegre (GO)";"92000";"90500";"87800";"89000";"90000";"91900";"89200"
"MU";"5203939";"Buriti de Goiás (GO)";"26200";"26400";"26500";"26100";"26000";"30578";"30937"
"MU";"5203962";"Buritinópolis (GO)";"20500";"18958";"19500";"18000";"19357";"18331";"18000"
"MU";"5204003";"Cabeceiras (GO)";"35318";"32339";"34085";"31358";"31589";"32536";"33809"
"MU";"5204102";"Cachoeira Alta (GO)";"151500";"157200";"162000";"149000";"158700";"173343";"190264"
"MU";"5204201";"Cachoeira de Goiás (GO)";"27000";"30000";"29800";"28500";"27000";"31000";"30093"
"MU";"5204250";"Cachoeira Dourada (GO)";"32280";"32200";"28500";"28100";"29000";"29650";"33100"
"MU";"5204300";"Caçu (GO)";"180760";"180900";"182000";"172000";"183000";"200958";"208739"
"MU";"5204409";"Caiapônia (GO)";"425685";"426000";"425500";"406000";"420000";"448000";"432000"
"MU";"5204508";"Caldas Novas (GO)";"98000";"100000";"97000";"87026";"87893";"97300";"95666"
"MU";"5204557";"Caldazinha (GO)";"25820";"25900";"25000";"27500";"28600";"28950";"28600"
"MU";"5204607";"Campestre de Goiás (GO)";"27000";"28350";"28725";"29874";"33420";"34750";"34780"
"MU";"5204656";"Campinaçu (GO)";"70050";"72150";"73590";"84000";"83520";"93000";"94459"
"MU";"5204706";"Campinorte (GO)";"44000";"42000";"38000";"40000";"44500";"48000";"52000"
"MU";"5204805";"Campo Alegre de Goiás (GO)";"73500";"78000";"76000";"72000";"77500";"81500";"81100"
"MU";"5204854";"Campo Limpo de Goiás (GO)";"15000";"16413";"16056";"16000";"15200";"17500";"17350"
"MU";"5204904";"Campos Belos (GO)";"65900";"67641";"62000";"59180";"65638";"71754";"75000"
"MU";"5204953";"Campos Verdes (GO)";"42000";"40000";"38200";"39000";"43000";"46000";"42000"
"MU";"5205000";"Carmo do Rio Verde (GO)";"39000";"39600";"38500";"39300";"41800";"43764";"47229"
"MU";"5205059";"Castelândia (GO)";"16600";"15000";"13000";"13200";"14000";"15000";"14000"
"MU";"5205109";"Catalão (GO)";"178200";"184000";"182000";"173000";"171000";"182500";"178400"
"MU";"5205208";"Caturaí (GO)";"23500";"24675";"24870";"25839";"26300";"27350";"27380"
"MU";"5205307";"Cavalcante (GO)";"56552";"57317";"59609";"56628";"57194";"59126";"60437"
"MU";"5205406";"Ceres (GO)";"26000";"25000";"23700";"24800";"25300";"26891";"27580"
"MU";"5205455";"Cezarina (GO)";"49800";"51500";"52200";"55000";"51100";"48000";"46701"
"MU";"5205471";"Chapadão do Céu (GO)";"19542";"19600";"19900";"16300";"14100";"14900";"17563"
"MU";"5205497";"Cidade Ocidental (GO)";"19200";"19250";"20895";"22134";"18593";"20769";"19503"
"MU";"5205513";"Cocalzinho de Goiás (GO)";"91000";"91204";"87155";"85000";"82500";"89000";"90300"
"MU";"5205521";"Colinas do Sul (GO)";"30000";"32000";"32000";"31000";"34000";"37000";"35000"
"MU";"5205703";"Córrego do Ouro (GO)";"70900";"71000";"70000";"68000";"65000";"69117";"69178"
"MU";"5205802";"Corumbá de Goiás (GO)";"64000";"71544";"72935";"73300";"73000";"77650";"81380"
"MU";"5205901";"Corumbaíba (GO)";"161100";"159000";"165200";"163100";"159000";"170000";"162700"
"MU";"5206206";"Cristalina (GO)";"156400";"150225";"148893";"157000";"131535";"135954";"151450"
"MU";"5206305";"Cristianópolis (GO)";"16400";"15500";"16500";"17000";"16500";"16000";"14850"
"MU";"5206404";"Crixás (GO)";"238000";"250000";"228000";"238000";"252000";"265000";"260000"
"MU";"5206503";"Cromínia (GO)";"35200";"36500";"39500";"39100";"39014";"42250";"42002"
"MU";"5206602";"Cumari (GO)";"65500";"67500";"66000";"64000";"62500";"67195";"67300"
"MU";"5206701";"Damianópolis (GO)";"24100";"27539";"27200";"27000";"27074";"27163";"29000"
"MU";"5206800";"Damolândia (GO)";"14500";"15200";"15960";"16566";"14750";"15340";"15350"
"MU";"5206909";"Davinópolis (GO)";"36500";"35000";"36900";"37300";"39600";"47000";"41571"
"MU";"5207105";"Diorama (GO)";"65500";"66000";"69000";"71000";"69000";"74500";"72670"
"MU";"5207253";"Doverlândia (GO)";"279960";"280000";"282000";"262600";"268300";"283500";"269593"
"MU";"5207352";"Edealina (GO)";"64200";"64500";"62600";"56000";"55514";"56700";"57323"
"MU";"5207402";"Edéia (GO)";"79300";"78200";"69500";"70690";"68400";"68900";"65023"
"MU";"5207501";"Estrela do Norte (GO)";"23070";"23100";"23560";"23500";"24980";"35210";"36808"
"MU";"5207535";"Faina (GO)";"155000";"160140";"160000";"169000";"173582";"187308";"183091"
"MU";"5207600";"Fazenda Nova (GO)";"129400";"130000";"128500";"135000";"137000";"143000";"146093"
"MU";"5207808";"Firminópolis (GO)";"53000";"57000";"54000";"55800";"57000";"63000";"58516"
"MU";"5207907";"Flores de Goiás (GO)";"146942";"160011";"167371";"152307";"153420";"158022";"160162"
"MU";"5208004";"Formosa (GO)";"225730";"246994";"251933";"244173";"251648";"256680";"259238"
"MU";"5208103";"Formoso (GO)";"54800";"56400";"55440";"56660";"62785";"69820";"70082"
"MU";"5208152";"Gameleira de Goiás (GO)";"25000";"25500";"24000";"26500";"29200";"33000";"33600"
"MU";"5208301";"Divinópolis de Goiás (GO)";"56600";"61171";"57000";"56000";"57603";"61084";"65000"
"MU";"5208400";"Goianápolis (GO)";"15300";"14727";"14152";"14650";"15015";"17000";"18018"
"MU";"5208509";"Goiandira (GO)";"54300";"53100";"54000";"55000";"51000";"55500";"55000"
"MU";"5208608";"Goianésia (GO)";"115300";"122150";"122300";"128000";"142300";"147620";"134850"
"MU";"5208707";"Goiânia (GO)";"29000";"34898";"32000";"30711";"29272";"30235";"33100"
"MU";"5208806";"Goianira (GO)";"22000";"23000";"24000";"24912";"19880";"20670";"20680"
"MU";"5208905";"Goiás (GO)";"273000";"282290";"278000";"278000";"275708";"302218";"297736"
"MU";"5209101";"Goiatuba (GO)";"110250";"121150";"110100";"104000";"101500";"107700";"115900"
"MU";"5209150";"Gouvelândia (GO)";"47100";"43500";"43000";"39000";"42000";"47540";"45731"
"MU";"5209200";"Guapó (GO)";"64980";"70500";"69100";"69400";"68250";"73230";"79840"
"MU";"5209291";"Guaraíta (GO)";"22000";"22600";"22400";"24650";"25900";"26915";"28093"
"MU";"5209408";"Guarani de Goiás (GO)";"56400";"61670";"54000";"52000";"56576";"65874";"70000"
"MU";"5209457";"Guarinos (GO)";"32000";"36300";"34400";"37800";"39700";"42200";"43000"
"MU";"5209606";"Heitoraí (GO)";"29500";"30900";"31115";"32359";"29570";"30752";"30760"
"MU";"5209705";"Hidrolândia (GO)";"80700";"81900";"80800";"81200";"80500";"80650";"83010"
"MU";"5209804";"Hidrolina (GO)";"45500";"46000";"47000";"46000";"48000";"45500";"48500"
"MU";"5209903";"Iaciara (GO)";"160300";"159431";"134000";"134500";"169322";"178403";"180000"
"MU";"5209937";"Inaciolândia (GO)";"50000";"44960";"41000";"40000";"37000";"39600";"38800"
"MU";"5209952";"Indiara (GO)";"84100";"80200";"76300";"76000";"75800";"75760";"75616"
"MU";"5210000";"Inhumas (GO)";"73000";"76600";"77200";"79979";"79880";"83075";"83100"
"MU";"5210109";"Ipameri (GO)";"206300";"220000";"219000";"212000";"209500";"223000";"221300"
"MU";"5210158";"Ipiranga de Goiás (GO)";"48000";"52900";"42300";"35000";"29800";"27978";"27864"
"MU";"5210208";"Iporá (GO)";"104500";"110000";"106000";"111000";"112000";"116000";"113865"
"MU";"5210307";"Israelândia (GO)";"47100";"51000";"46300";"47000";"46500";"49000";"48666"
"MU";"5210406";"Itaberaí (GO)";"145250";"152300";"159015";"164580";"148500";"154440";"155100"
"MU";"5210562";"Itaguari (GO)";"20000";"20900";"21945";"22822";"23920";"24820";"25100"
"MU";"5210604";"Itaguaru (GO)";"27000";"28350";"29000";"30102";"30240";"31440";"31460"
"MU";"5210802";"Itajá (GO)";"179740";"175370";"183000";"175000";"180300";"188622";"197447"
"MU";"5210901";"Itapaci (GO)";"87100";"90500";"88000";"90000";"94500";"97335";"99221"
"MU";"5211008";"Itapirapuã (GO)";"250000";"240800";"240000";"240000";"244518";"259300";"244769"
"MU";"5211206";"Itapuranga (GO)";"130500";"132200";"134000";"140700";"147700";"158338";"162850"
"MU";"5211305";"Itarumã (GO)";"292440";"295000";"293000";"267000";"276800";"311956";"324801"
"MU";"5211404";"Itauçu (GO)";"50000";"51750";"52300";"54339";"52892";"55000";"55150"
"MU";"5211503";"Itumbiara (GO)";"163720";"159000";"143800";"130000";"131600";"140500";"130000"
"MU";"5211602";"Ivolândia (GO)";"103500";"109000";"105000";"115000";"114000";"120000";"116841"
"MU";"5211701";"Jandaia (GO)";"92200";"90300";"88100";"98500";"93100";"95600";"93228"
"MU";"5211800";"Jaraguá (GO)";"167800";"170500";"173300";"176000";"176510";"188960";"187870"
"MU";"5211909";"Jataí (GO)";"311869";"311920";"309700";"283600";"288300";"316000";"322000"
